id,message,original,genre
587,"I have written you since yesterday we have yet to receive help I have not seen nothing done, please help we are suffering",Mwen nan Leyogan zon Danpis tou pre baz Marines yo nou pa jwenn ayen grangou ak swaf ap tye nou tout bagay yo pote yo ale avek yo,direct
589,"The survivors of Pernier Fatima We have about 650 families who need food, tent, chothing, medicine and more. We have some people with broken bones, some who are dead ..","es sinistres de Pernier Fatima.We have about 650 families who need foods,tents,clo-thes,medecine and others.. We have some cracked people,dead people a",direct
590,good night please i need to call urgently for my whole neighborhood. thank you,Bon swa sil vou ple mw bezien apel ijan pou tet kat mesi,direct
591,"Simple location : Name of place, street and number, town.",NEW WORD CYBER CAFE boulevard de la liberte no 13 saint Marc,direct
592,"I have been writing you since yesterday we are asking for help until now but have to yet to receive anything, we are without shelter and are still suffering",map ekri nou depi ye tout sa nou mande m fe yo jiska presan m pa jwenn e m pa we anyen kap fet tanpri san abri yo pa soufri anko,direct
593,I need information on travelling to Canada,Mwen bezwen plis enfomasyon sou vwayaj Canada.,direct
594,"we haven't received anything in terms of aid. for example we nee food, medicine, doctors, and tents to sleep in. to be okay in ?SID.","Nou pako resevwa anyen kom d. Pa egzanp, manje, medikaman, dokte, tant pou domi. Pou okay nan SID",direct
595,Help us Pelerin. We can provide transportation.,Aidez nous a Pelerin. Nous pouvons assurer le transport.,direct
596,"Hello I have sent over 3 sms to you alredy and we have yet to recive any aid, please respond so I can give you the site where we are ( in the West rue Terre rouge at Ebenezer Church )",svp enstans ki wo plase yo m te voye menm twa sms ba nou deja nou te fem repons poum te ba nou sit net m te di nou m genyen eske se pou rezon sa nou pa j,direct
597,Needs a telephone card to call,Mwen beswen yon ti kat sylvoupli paske mwen beswen rele mwen paka rele mesi,direct
598,"We need food, water, money, energy, please around Santo, 2nd Street Alexie No. 4",Nou bezwen mage dlo swen lajan eneji tant ou prela nan zon laplan santo 2e imp. ALEXIE #4,direct
599,"I'm O. K. in Carrefour Bourry on Torbec rd. I need food, water, telephone card to communicate","mwen okay kafou bourry sou rout torbec la. mwen bezwen manje, dlo potab, kat telefon poum kominike. Mesi!",direct
600,The person would like a mode of transportation,moyen transpo pa nou merci paske wap pran ka nou,direct
601,Scout South/Cayes Camp perrin ( his eats for the of localize Locals at Scout South/Cayes Camp Perrin -food for the local people GPS location may be off. verify with look up of Camp Perrin,"Scout Sud/Cayes Camp-Perrin ( sa nte, mange pour les vics. imes de localise",direct
602,"I am in the department ( sid zon banbou ). ( something ) is killing me, please tell someone. It is. ..",Mwen nan depatman sid zon banbou lafen ap touyem tanpri di yon mo pou mwen se jn rodel,direct
603,could you please speak french to me because I do not speak English. Thank you,"Vous pouvez parl la langue franaise avec moi, par ce que je ne pas parle anglais mesi.",direct
605,"Hi, I leave in Gressier, it's really far. .. nobody ever showed up to help us.","Bonswa! map viv 2kote gresye nou rete yon tijan tre elwaye 2 komin nan nou c yon pap kap viv nan tiboukan kote nou ye a nou pa oken moun ki pale pou nou,",direct
606,there are 60 people with me who are dead but there are living who are hungry please help us,"kote nou ye nou gen 60 moun ki mouri mezi kote nou ye a nou gen yon vale nou pa jwenn, tanpri nap man2 ckou, grangou ap touye nou tout. NADE JEAN CHELET",direct
608,"The way I see this country's situation, we are better off handing it back to the whites. No one is handling anything. Schools and other institutions have technicians.",Jan mwen w sitiyasyon peyi sa prezante pito nou remt li bay blan. Ng yo pap regle anyen pou li se plis lekol ak inivsite leta pou gen teknisyen ki by,direct
609,i received your message with hope. I want to know 1. when will I get an answer. 2. where do i go to rendezvous? 3. what country are you helping from?,Mwen resevwa mesaj pa nou an avek espwa. Men mwen vle konnen : 1 ) kil map jwenn repons. 2 ) ki kote pou male nan randevou. 3 ) nan ki peyi nou fe sa pou fr nou.,direct
610,The cyber cafe in carefour Off of Wayne 87 it is working. You have not sent Rep's to bring food for us. we are waiting for help,Ciber cafe la saint-famille li a carefour nan waney 87 li en fonction ok. nou pa voye rep la sou af manger a pou mwen. map tann rep nou ok?,direct
611,"There are many of us in Mangonese Street in Christ-roi in PAP we need food, water, tents and medical assistance","nous sommes plusieur  la rue mangonese cahrist roi p. au. p nous avons besoin h2o, manjer, tente et soutien medical",direct
612,urjent need we are in need of food there are pver 4500 people about 150 families that are without shelter. more than 20 wounded. they are in petion ville near pernier,detruites. Besoins urgents de nourriture et de tentes. Greffin compte pres de 4500 personnes. environ 150 Familles sont sans abri. Plus de 20 cas de bles,direct
613,The one who will manager the distribuition has his/her own car.,"one par qui se fera la gestion de la distribution, dispose de ses propres moyens de transport.",direct
614,"Please, we are staying in a church. There are no wounded but we are in dire need of food, water, gas. Our house is completely leveled",souple nou ebje nan yn legliz nou pa gen blese men detan zawot efektif la ap monte pwoblem pa nou pou espesyalman se manje pwoblem kaburan kay nou kraze,direct
615,family. friends and all of those who knows me. . tell them that am alive thanks to god,"famille, mes amis et tous ceux qui me connaissent que je suis en vie par la grace de Dieu.",direct
617,DIGICEL DO SOMETHING FOR US PLEASE. WE ARE IN DANGER WE WANT TO TALK TO OUR FAMILY,Digicel fe yon bagay pou nou silvoupl nou andanje nou bezwen pale ak fanmiy nou,direct
619,I MADE A MAP FIND THIS FAMILLY WE ARE 13 PEOPLE,MWEN FE A MAP JWENN NAN FANMI AN SE NOU 13 MOUN,direct
620,Where can one go to buy a ticket to leave?,Ki kote yon moun ka hte ticket poul pati.,direct
621,Message received ( then in french and creole ),Message received. Message recu. Mesaj ou ale,direct
622,--New life which is situated in the center of the city of Jeremi .,New life ki sitiye nan sant vil jeremi,direct
623,I'M TRYING TO CALL PEOPLE BUT IT'S NOT GOING THROUGH,MmMwen ap fe apel mwen pa ka pase mwen ta renmen rele kek moun,direct
624,"LOST MY HOUSE, I ESCAPED ON TIME SO DID MY PARENTS","UE MA MAISON, JE SUIS SAUV DE JUSTESSE AINSI QUE MES PARENTS Je su",direct
625,this is asking to call number.. number is truncated.. this is the number in the USA 610.. NOTE: Please review so number can be put together..,en tlco pont-morin. voici les numeros de mes tantes aux usA 610,direct
626,"the address is latan imp des fleurs number 2----please hurry we nee water, food and sheets! we have babies in here that has noting!!",nou gen problem vini nou an aide pote dlo mange dra tante nou gen ti bebe KI PA GENYEN ANYEN. adresse nou se latan imp des fleur numero 2 teleph 385,direct
627,"We need Food, etc in Croix-des-Mission, Rail Street #17. Thank you for your understanding.","Nou bezwen mange etc, se nan croix-des-missions rue rail impasse originale#17. MERCI pou bon konpreansyon nou..",direct
628,WHY DIGICEL IN LEOGANE STILL CAN'T MAKE ANY PHONE CALLS? PLEASE DO SOMETHING FOR US WE NEED TO LET OUR FAMILIES KNOW WE'RE OK!,"Poukisa jiskaprezan digicel pa ka fe appel nan LEOGANE. Svp fe yon jan pou nou, nou bezwen di fanmi nou koman nou ye.",direct
629,"Not sure if it's St. Pierre or St. Pierre School, Port-au-Prince.","i need help for people on st pierre, since wednesday i was helping people, but today i dont have enough things please could you help me. thank you",direct
630,We're a large group of victims. We need water. Some of us have high blood pressure.,"Nou se yon gwoup viktim ki nan sat 45 epapiye sou plizy teren ak lakou, nou gen yon paket ti bb ak moun ki fe sik ak tansyon. nou bezwen dlo, tant oubyen",direct
631,"There are so many people who came to city of Les Cayes, they have nowhere to stay.",okay gen anpil ki soti nan kapital ki moun okay yo pa gen okenn kot,direct
633,Graphic Designer - IT professional.,"ALTHEN SANON, INFOGRAPHISTE-INFORMATICIEN",direct
634,"Please I am trapped in a Restaurant in Rue Du Centre, Port-au-Prince. Please send Help, please.",Mwen bezwen liberasyon nan yon restoran ri di sant,direct
635,"No one ever came to Delmas 30, we have no water to drink, a lot of people have died, the bodies smell. Thank you.",Yo pa janm vini nan delmas 30 nou pa gen dlo pou nou bw. gen anpil moun ki mouri ki ap santi nou nan terin acra. merci deja,direct
636,"Good morning, we heard about you. We live in Canape Vert in Saint-Hilaire. We need help, we never got any.",Bonjou mwen tande anons nou yo. nou rete Canape vert cit Saint Hillaire nou besoin aide nou pa janm jwen aide svp.,direct
637,"We need Help in Carrefour, the area is devastated and we have a lot of problem since the quake","Nou se komite katye ba ray kristof chanel a imp fanfan kafou, nou vle fe pase vwa nou pou popilasyon ba ray kap konfwonte anpil pwoblem pandan tranbleman",direct
638,We need help in port de paix because all people who left port au prince came n port de paix know we need help we need help,We need help in port de paix because all people who left port au prince came n port de paix know we need help we need help,direct
639,"We want to thank Digicel for letting us send text messages. We are in Bois Moquette ( Upper Petion-Ville ), we have no destroyed house, but we need Water and Food, we lost our job, we lost people.",Nou remsye digicel pou fe mesaj sa a pase. nou menm moun bois monquette nou pa gen kay kraze men nou gen bezwen dlo manje paske nou pedi travay nou fanmi nou.,direct
640,"We have no more water in Mariani, after Carrefour,",MAP KOTE MARYANI VILAG GASTON MAGON NOU PAGEN DLO,direct
641,We have no water or food. Please make a way for us.,Bonjou nou rete nan lamentin 52 anba net devan boutik blaise nou pa gen dlo ak manje tanpri fe yon dilijans pou nou,direct
642,Could you please send me a few minutes for me so I can call you so you can come and pick me up. I am hungry -- please.,Bonjou mwen rele daniella se kwadbouke mwen ye spv voye 2minit pou mwen poum ka rele pou yo vini chachem paske mwen pa trouve manje poum manje tanpri.,direct
643,We are in the area of Ranche Croix des Bouquet we have no water or food.,"Nou nan zon anfas Ranche Kwadbouk a, nou pa gen ni dlo ni manje.",direct
644,"Please can you refill my cell, I need to call my family and I have no more card. I am in Petion-Ville",Mwen petion vil mwen bezwen rele fanmiy mwen men mwen pagen kat. mete yon kat poumwen svp mesi.,direct
645,On the Ile of La Tortue there are a lot of people who have come from the disaster area in Port-au-Prince with nothing. they are in need.,Nan zile la tti nou gen plizy moun ki mourinan kapital la men tout rs ki pa mouri yo oblije kite kapital la pou vini moun sa yo a 2men vid yo bezwen ,direct
647,"We are in Lespinas, around Fort Jacques area ( Fermathe, upper Petion-Ville ). Our house was destroyed with everything wi own. Please we need food, thank you.","Nou nan lespinas zon fjak prolonjet kay nou kraze ak tout sa nou te posede nou pedi fanmi ak zanmi, nou bezwen manje. Mesi",direct
648,I live in Boyer in Crois des Missions. Since the catastrophe the population hasn't received anything from the distribution yet. I would like that the authorities - Incomplete,Mwen rete bit bwaye kwade misyon tout popilasyon sa depi la katatrof sa pase a pa janm gen anyen ki vin distribiye nan zon sa m ta renmen otorite konsne,direct
649,Have some type of way for us with out that we all are going to die hungry thank you.,yo fe yon fason pou zon sa paske tout moun ap mouri grangou mesi,direct
651,Good Morning I am in Haiti : I need my father and godfather find food for us to eat and a place for us to sleep. The address where we are is near pot lathan royal m b c is the number,Bonjou ! Mwen an haiti : bezwen pa m ak paran m yo se jwenn manje pou nou manje ak kote pou domi. Adres kote m rete se bore pot lathan ryl m b c nimewo,direct
652,"We received many wounded people, we have no staff and no supplies, we need specialist at Immacule Conception Hospital. Thank you",Nou resevwa anpil moun ki grav nan ptpe men nou manke dokt spesyalis nou bezwen ed nan lopital imakile ak lapwent mesi,direct
653,I have only the dress that I wore on last Tuesday. .. please help me now I am in Port-de-Paix ( P?dep? - best estimate ) NOT URGENT. ..,mwen selman genyen rad kite sou mwen jounen madi a silvoupl ede m aktyelman mwen trouve m jis Pdep,direct
654,"I am a victim, I need assistance.",Mwen viktim mwen bezwen asistans,direct
655,"We are right behind the airport, we have no food, no water, we all all kind of problems, please help us, we are waiting for you.",Nou gen probleme dlo manje nou pa gen kay toute probleme nan kow nou nou nan do airporte la nap tan n ou reponse,direct
656,"we need a lot of help please. we're in Martissant especially those under the rubble. we need food, water and medicaton for the victims. thank you very much",Nou bezwen anpil d Svp nan Matisant sitout moun ki anba dekomb yo Nou bezwen manje dlo ak medikaman pou viktim yo. mesi anpil.,direct
657,I ask if you can help me go to Cailles so that I go to my family please. Thank you,li mwen mande pou nou edem rantre okay pou mal jwenn fanmim yo silvouple merci,direct
658,"They're hungry, they need something to eat",Nom Dieuphete monnestil kay mwen craze nou tout fanmi an pa gen an yen pou n manje mwen nan fontamara kisa nou deside fe pou nou,direct
